"player1_home" "player1_away" "player2_home" "player2_away"
"46" 30 29.1026 40.39863291 16.34700838
"47" 32.0513 26.7949 40.43569158 20.23267068
"48" 35.8974 25.2564 40.93654667 16.91300484
"49" 41.0256 25.2564 39.66157367 15.60935558
"50" 44.1026 25.641 40.89925918 20.79852895
"51" 47.1795 28.718 41.96861683 26.4970726
"52" 49.4872 31.4103 40.38340582 21.39122552
"53" 51.5385 34.8718 56.53812645 32.44424547
"54" 53.5897 37.5641 52.97069128 29.04019669
"55" 55.1282 40.641 54.62095259 30.34452445
"56" 56.6667 42.1795 65.09904439 27.24155756
"57" 59.2308 44.4872 63.05599091 29.70909567
"58" 62.3077 46.0256 70.96013623 41.25950129
"59" 64.8718 46.7949 69.89581924 43.45375927
"60" 67.9487 47.9487 70.59589286 41.96474387
"61" 70.5128 53.718 69.64702143 44.04444502
"62" 71.5385 60.641 77.39298249 63.37145906
"63" 71.5385 64.4872 64.40078719 67.44871845
"64" 69.4872 69.4872 63.86895983 70.21373883
"65" 46.9231 79.8718 56.59442132 86.92700622
"66" 48.2051 84.1026 56.53133729 87.49981107
"67" 50 85.2564 59.65215837 87.80946159
"68" 53.0769 85.2564 56.6365087 85.63749556
"69" 55.3846 86.0256 58.672288 90.07716031
"70" 56.6667 86.0256 58.22161273 90.41101877
"71" 56.1538 82.9487 57.91466448 89.95380277
"72" 53.8462 80.641 55.31550906 80.25186069
"73" 51.2821 78.718 54.57572859 77.53628847
"74" 50 78.718 54.41309365 78.22908659
"75" 47.9487 77.5641 55.0745059 79.81754642
"76" 29.7436 59.8718 29.43296052 60.80177654
"77" 29.7436 62.1795 29.42268607 63.06846482
"78" 31.2821 62.5641 29.00561416 63.39075133
"79" 57.9487 99.4872 58.46183859 90.26532639
"80" 61.7949 99.1026 57.99780474 92.15990861
"81" 64.8718 97.5641 57.54947408 90.74890656
"82" 68.4615 94.1026 59.52992846 88.32727415
"83" 70.7692 91.0256 58.24939106 92.12968148
"84" 72.0513 86.4103 58.02451401 91.69442117
"85" 73.8462 83.3333 58.38212449 90.55347607
"86" 75.1282 79.1026 62.56675904 77.74393476
"87" 76.6667 75.2564 72.17582431 63.12892942
"88" 77.6923 71.4103 79.47276157 63.40868612
"89" 79.7436 66.7949 80.35770088 63.29543754
"90" 81.7949 60.2564 78.75723614 53.33262001
"91" 83.3333 55.2564 82.54023959 56.54105229
"92" 85.1282 51.4103 86.43589719 59.79276181
"93" 86.4103 47.5641 79.48868442 53.65167426
"94" 87.9487 46.0256 81.53042032 56.02536457
"95" 89.4872 42.5641 79.18678857 53.23479185
"96" 93.3333 39.8718 77.89905795 51.82245833
"97" 95.3846 36.7949 75.13071421 23.37244197
"98" 98.2051 33.718 76.05801375 16.38374969
"99" 56.6667 40.641 57.61467439 33.82244765
"100" 59.2308 38.3333 56.17139753 32.11798877
"101" 60.7692 33.718 66.2878906 26.11710975
"102" 63.0769 29.1026 67.88171962 24.23601841
"103" 64.1026 25.2564 64.0280813 27.67268551
"104" 64.359 24.1026 77.49665175 14.94852356
"105" 74.359 22.9487 77.63465176 14.46185393
"106" 71.2821 22.9487 77.86372643 14.61067765
"107" 67.9487 22.1795 77.33815817 15.89005466
"108" 65.8974 20.2564 76.18041653 15.91257375
"109" 63.0769 19.1026 77.25265109 15.15151702
"110" 61.2821 19.1026 77.41337528 15.22192798
"111" 58.7179 18.3333 76.7318494 16.21684614
"112" 55.1282 18.3333 49.47110541 25.06301931
"113" 52.3077 18.3333 42.47653994 18.33847356
"114" 49.7436 17.5641 43.59511586 19.99420098
"115" 47.4359 16.0256 50.33996967 26.47139661
"116" 44.8718 13.718 40.74898026 16.18214166
"117" 48.7179 14.8718 38.38652558 14.58021515
"118" 51.2821 14.8718 38.40401521 14.45194845
"119" 54.1026 14.8718 38.76427889 14.36559047
"120" 56.1538 14.1026 41.47014233 17.27803344
"121" 52.0513 12.5641 47.15540481 22.37793253
"122" 48.7179 11.0256 39.58256675 17.64845284
"123" 47.1795 9.8718 41.74024382 17.82932431
"124" 46.1538 6.0256 39.31187189 15.64071697
"125" 50.5128 9.4872 41.67984769 17.74591901
"126" 53.8462 10.2564 39.08746445 15.12230394
"127" 57.4359 10.2564 41.48150286 18.04743744
"128" 60 10.641 77.60608655 15.16287254
"129" 64.1026 10.641 75.98266152 16.30692238
"130" 66.9231 10.641 76.94575724 15.85847833
"131" 71.2821 10.641 77.54372007 15.25394915
"132" 74.359 10.641 77.58473984 15.83003939
"133" 78.2051 10.641 76.82230426 15.59516532
"134" 67.9487 8.718 77.34857166 15.77452924
"135" 68.4615 5.2564 77.57315269 14.78064583
"136" 68.2051 2.9487 77.97261068 14.95569875
"137" 37.6923 25.7692 41.52891976 24.91642519
"138" 39.4872 25.3846 43.7225508 19.0773278
"139" 91.2821 41.5385 79.32607818 52.90039129
"140" 50 95.7692 56.66397408 87.94012501
"141" 47.9487 95 57.82178923 90.69316655
"142" 44.1026 92.6923 58.2431719 92.10432787
